#Sender	Recipient	time
18	56	1266308654
18	13	1266308654
18	81	1266308654
68	3	1266308731
9	94	1266308843
8	3	1266308898
65	94	1266308924
13	18	1266309157
27	66	1266309168
27	3	1266309168
27	13	1266309168
27	15	1266309168
27	26	1266309168
27	39	1266309168
27	62	1266309168
13	27	1266309182
3	27	1266309185
24	113	1266309279
39	27	1266309306
113	24	1266309316
3	13	1266309348
3	18	1266309348
3	8	1266309348
3	35	1266309348
3	51	1266309348
3	52	1266309348
3	50	1266309348
3	53	1266309348
3	4	1266309348
35	3	1266309381
13	3	1266309427
8	3	1266309458
88	56	1266309465
88	56	1266309604
58	83	1266310080
51	3	1266310196
68	48	1266310360
94	65	1266310672
42	39	1266310916
56	18	1266311027
42	39	1266311151
81	27	1266311209
84	94	1266311261
95	44	1266311306
103	105	1266311764
90	69	1266311775
86	57	1266311794
66	77	1266312031
56	5	1266312071
56	117	1266312071
56	27	1266312071
56	15	1266312071
26	25	1266312313
44	80	1266312318
44	9	1266312497
44	95	1266312504
9	44	1266312544
56	81	1266312664
11	5	1266312675
56	81	1266312704
81	56	1266312759
81	56	1266312823
59	68	1266312955
59	85	1266312955
59	86	1266312955
59	84	1266312955
59	48	1266312955
59	76	1266312955
59	47	1266312955
59	69	1266312955
59	56	1266312955
59	89	1266312955
59	88	1266312955
59	94	1266312955
59	2	1266312955
9	44	1266312971
74	5	1266312990
74	117	1266312990
71	15	1266312994
26	27	1266313214
14	13	1266313291
71	15	1266313417
5	56	1266313463
25	30	1266313468
5	74	1266313506
30	25	1266313679
44	9	1266313872
15	27	1266313914
15	56	1266314042
86	57	1266314164
69	68	1266314182
27	56	1266314369
27	81	1266314382
71	72	1266314514
83	5	1266314533
83	58	1266314542
76	69	1266314600
86	69	1266314691
86	76	1266314691
86	84	1266314691
86	117	1266314691
86	75	1266314691
77	66	1266314915
117	58	1266315082
58	117	1266315112
105	103	1266315409
13	14	1266315464
13	14	1266315497
14	13	1266315612
14	13	1266315684
13	14	1266315689
76	19	1266316322
50	84	1266316558
84	50	1266316598
39	42	1266316622
6	106	1266316646
18	3	1266316833
90	77	1266317013
50	3	1266317079
72	69	1266317115
3	50	1266317156
76	69	1266317429
27	15	1266317510
27	69	1266317510
27	90	1266317510
27	26	1266317510
27	64	1266317510
27	67	1266317510
27	3	1266317510
27	39	1266317510
27	72	1266317510
27	56	1266317510
27	68	1266317510
27	62	1266317510
27	80	1266317510
27	38	1266317510
27	47	1266317510
27	66	1266317510
3	27	1266317592
77	90	1266317638
15	27	1266317735
83	26	1266317829
3	50	1266317917
3	13	1266317917
3	20	1266317917
3	53	1266317917
3	8	1266317917
3	35	1266317917
3	51	1266317917
3	41	1266317917
3	18	1266317917
3	52	1266317917
3	4	1266317917
13	3	1266317977
90	68	1266318121
90	69	1266318121
56	27	1266318165
3	27	1266318264
3	62	1266318264
3	128	1266318264
3	51	1266318264
3	50	1266318264
3	113	1266318264
3	26	1266318264
3	35	1266318264
3	66	1266318264
3	20	1266318264
15	54	1266318265
113	3	1266318302
51	3	1266318352
7	44	1266318639
90	27	1266318656
20	3	1266318744
50	84	1266318982
84	50	1266319007
16	13	1266319144
38	27	1266319229
18	3	1266319739
68	90	1266319838
42	63	1266319958
42	29	1266319958
42	151	1266319958
42	22	1266319958
42	98	1266319958
42	43	1266319958
42	33	1266319958
72	71	1266320082
72	74	1266320082
72	73	1266320082
69	76	1266320136
21	86	1266320183
86	21	1266320235
98	42	1266320358
29	42	1266320622
77	90	1266320697
45	24	1266320714
24	45	1266320775
98	58	1266320808
98	42	1266320808
98	82	1266320808
98	89	1266320808
98	94	1266320808
98	93	1266320808
98	95	1266320808
98	20	1266320808
47	27	1266320893
47	27	1266320920
27	38	1266321028
27	47	1266321031
27	3	1266321059
84	50	1266321163
76	69	1266321185
95	98	1266321236
24	45	1266321269
26	3	1266321297
45	24	1266321398
50	84	1266321403
26	24	1266321410
26	25	1266321421
84	50	1266321461
45	112	1266321797
85	3	1266322174
13	16	1266322199
8	3	1266322259
13	106	1266322317
13	4	1266322317
112	45	1266322383
77	66	1266322562
76	53	1266322609
1	38	1266322621
75	50	1266322663
38	27	1266322889
71	72	1266323235
71	15	1266323235
71	73	1266323235
71	5	1266323235
93	98	1266323289
93	101	1266323435
33	42	1266323449
90	68	1266323510
90	69	1266323510
101	93	1266323534
68	27	1266323540
60	45	1266323586
112	45	1266323685
82	98	1266323748
50	70	1266323862
20	98	1266323911
70	50	1266324314
94	98	1266324337
42	98	1266324345
94	98	1266324598
94	29	1266324598
94	56	1266324598
94	20	1266324598
94	58	1266324598
94	18	1266324598
94	100	1266324598
94	104	1266324598
94	151	1266324598
94	133	1266324598
94	79	1266324598
94	2	1266324598
89	98	1266324653
75	50	1266324663
2	94	1266324727
75	50	1266324973
39	27	1266325206
29	94	1266325231
79	94	1266325332
76	50	1266325353
18	38	1266325382
18	3	1266325382
80	44	1266325441
48	55	1266325455
15	71	1266325485
15	72	1266325485
15	12	1266325485
38	44	1266325514
12	15	1266325592
48	19	1266325625
19	48	1266325689
50	76	1266325750
76	50	1266325753
20	3	1266326041
18	99	1266326103
20	94	1266326160
43	10	1266326294
3	18	1266326574
18	94	1266326638
63	42	1266327018
14	13	1266327154
45	112	1266327174
45	80	1266327376
68	90	1266327434
56	69	1266327513
13	14	1266327608
13	14	1266327630
68	47	1266327637
14	13	1266327646
14	13	1266327667
13	14	1266327676
13	14	1266327691
68	69	1266327749
14	13	1266327830
44	42	1266327850
44	22	1266327850
26	83	1266328069
99	18	1266328221
47	18	1266328222
47	13	1266328222
47	27	1266328222
47	81	1266328222
26	27	1266328319
68	44	1266328328
27	47	1266328401
86	81	1266328477
86	50	1266328477
86	69	1266328477
99	18	1266328490
59	67	1266328510
86	50	1266328591
86	69	1266328591
86	81	1266328591
86	81	1266328609
86	69	1266328609
86	50	1266328609
59	67	1266328652
88	15	1266328703
59	67	1266328747
59	67	1266328825
59	67	1266329034
50	86	1266329341
50	69	1266329341
50	81	1266329341
83	30	1266329689
30	83	1266329770
48	81	1266329889
48	27	1266329889
86	50	1266330169
56	94	1266330195
85	68	1266330348
59	67	1266330428
42	44	1266330466
27	48	1266330467
42	22	1266330560
85	68	1266330567
84	50	1266330627
50	76	1266330702
98	94	1266330720
104	94	1266330749
50	93	1266330937
50	101	1266330937
50	27	1266330937
104	59	1266331031
104	57	1266331031
104	70	1266331031
104	14	1266331031
104	73	1266331031
104	33	1266331031
30	7	1266331075
59	104	1266331107
93	50	1266331111
7	30	1266331146
50	86	1266331738
86	50	1266331869
69	86	1266332213
69	68	1266332213
69	47	1266332213
69	72	1266332213
69	74	1266332213
69	73	1266332213
69	15	1266332213
69	84	1266332213
69	76	1266332213
69	64	1266332213
69	56	1266332367
50	86	1266332439
67	27	1266332595
80	45	1266332933
47	69	1266333455
90	69	1266333794
80	45	1266335347
68	85	1266335374
68	85	1266335405
90	77	1266342852
77	90	1266350361
57	104	1266384147
13	47	1266384799
13	40	1266384851
101	50	1266386495
4	20	1266387105
4	3	1266387112
4	3	1266387117
4	3	1266387127
96	15	1266387504
96	61	1266387504
96	12	1266387504
33	104	1266388105
100	94	1266388218
13	40	1266388449
13	14	1266388486
27	50	1266388490
14	13	1266389032
55	48	1266389201
61	96	1266389256
14	13	1266389402
14	104	1266389415
13	14	1266389555
73	104	1266389594
35	3	1266389662
35	3	1266389864
8	13	1266390043
44	68	1266390109
13	8	1266390439
70	104	1266390622
70	75	1266390890
70	56	1266390890
70	89	1266390890
70	82	1266390890
14	90	1266390933
75	70	1266391051
82	70	1266391055
64	38	1266391417
64	27	1266391514
94	69	1266391530
94	9	1266391594
94	65	1266391594
94	14	1266391594
60	45	1266391618
14	94	1266391667
45	60	1266391689
42	39	1266391742
42	64	1266391742
45	80	1266391832
13	77	1266392126
13	8	1266392126
13	35	1266392126
59	69	1266392280
38	27	1266392530
75	50	1266392623
12	96	1266392698
15	96	1266392816
112	23	1266392818
56	88	1266393349
56	70	1266393356
26	23	1266393705
15	88	1266393906
88	56	1266393926
88	15	1266394180
3	66	1266394234
3	67	1266394234
3	8	1266394234
3	35	1266394234
3	13	1266394234
3	4	1266394234
3	68	1266394234
3	85	1266394234
3	69	1266394234
3	17	1266394234
35	3	1266394282
151	42	1266394439
13	3	1266394459
151	94	1266394688
17	3	1266394693
47	50	1266394803
103	83	1266394830
8	3	1266394851
69	84	1266394889
94	65	1266394918
94	9	1266394918
65	94	1266394924
32	80	1266394953
32	26	1266395031
32	66	1266395080
17	56	1266395084
17	15	1266395084
17	54	1266395084
56	17	1266395257
56	88	1266395270
89	70	1266395275
26	32	1266395409
83	103	1266395450
88	56	1266395586
50	51	1266395656
76	13	1266395893
76	50	1266395901
4	3	1266396043
68	44	1266396075
51	50	1266396089
68	3	1266396193
7	44	1266396271
45	24	1266396319
13	76	1266396334
76	13	1266396386
24	45	1266396405
45	24	1266396540
24	45	1266396587
26	25	1266396701
26	30	1266396714
24	26	1266396745
26	24	1266396826
14	59	1266397505
68	44	1266397948
42	94	1266398447
47	55	1266398479
25	30	1266398588
15	17	1266398617
90	14	1266398701
73	15	1266398739
73	72	1266398739
73	5	1266398739
86	50	1266398802
5	73	1266398844
53	3	1266398866
53	3	1266398879
15	73	1266399006
76	19	1266399508
76	93	1266399508
76	101	1266399508
55	47	1266399778
14	13	1266399957
13	14	1266400086
13	14	1266400107
14	13	1266400134
14	13	1266400165
29	94	1266400256
112	30	1266400452
14	13	1266400481
76	50	1266400573
9	94	1266400621
9	94	1266400624
43	79	1266400624
56	15	1266400626
56	61	1266400626
56	96	1266400626
9	112	1266400640
61	56	1266400701
79	43	1266400749
30	25	1266400808
30	112	1266400859
88	15	1266400932
13	14	1266401002
13	14	1266401007
13	14	1266401088
96	56	1266401104
47	13	1266401266
47	93	1266401266
47	101	1266401266
47	27	1266401266
53	86	1266401279
93	47	1266401309
13	47	1266401318
13	41	1266401330
13	40	1266401330
53	48	1266401517
14	13	1266401562
22	29	1266401566
22	42	1266401566
22	63	1266401566
22	2	1266401566
22	94	1266401566
14	13	1266401574
2	22	1266401638
13	14	1266401681
101	47	1266401685
50	76	1266401878
76	50	1266401893
76	50	1266402044
94	42	1266402072
94	29	1266402082
94	22	1266402103
94	20	1266402246
94	58	1266402246
94	56	1266402246
94	95	1266402246
94	123	1266402246
94	112	1266402246
29	22	1266402493
50	47	1266402539
13	15	1266402562
13	40	1266402562
47	50	1266402605
42	22	1266402640
50	76	1266402645
57	88	1266402646
128	45	1266402651
58	94	1266402684
76	50	1266402688
88	57	1266402732
128	3	1266402801
26	30	1266402827
26	25	1266402844
23	58	1266402907
23	94	1266402907
23	103	1266402907
23	45	1266402907
23	29	1266402907
23	83	1266402907
23	10	1266402907
45	23	1266402918
58	83	1266402978
58	73	1266402978
58	106	1266402978
58	33	1266402978
58	23	1266402980
103	23	1266403067
88	57	1266403157
58	94	1266403175
128	3	1266403323
20	94	1266403414
59	14	1266403520
11	5	1266403563
76	13	1266403597
13	70	1266403642
13	82	1266403642
13	40	1266403642
50	75	1266403687
128	37	1266403705
91	18	1266403756
91	18	1266403756
70	13	1266403757
123	94	1266403828
43	7	1266403862
7	43	1266403962
106	58	1266404077
63	22	1266404122
75	50	1266404149
76	18	1266404171
65	94	1266404207
4	69	1266404252
4	86	1266404252
4	35	1266404252
4	13	1266404252
10	23	1266404271
29	23	1266404293
90	69	1266404330
73	58	1266404467
65	9	1266404512
86	4	1266404622
45	24	1266405042
27	47	1266405290
4	106	1266405298
59	2	1266405305
6	106	1266405338
68	48	1266405547
5	11	1266405565
45	60	1266405694
50	75	1266405694
35	4	1266405758
58	29	1266405928
58	23	1266405928
58	83	1266405928
58	33	1266405928
58	94	1266405928
58	2	1266405928
58	54	1266405928
58	106	1266405928
58	95	1266405928
29	58	1266405951
58	98	1266405957
2	58	1266405984
23	58	1266406000
29	42	1266406058
33	58	1266406112
69	84	1266406160
83	23	1266406212
106	58	1266406298
14	59	1266406320
83	5	1266406496
83	33	1266406496
83	54	1266406496
83	32	1266406496
32	83	1266406577
83	58	1266406599
83	58	1266406639
56	94	1266406863
83	5	1266406875
83	32	1266406875
5	83	1266406923
56	69	1266406924
32	83	1266406954
90	14	1266406991
63	64	1266407111
13	4	1266407180
50	75	1266407190
47	68	1266407219
14	13	1266407251
75	50	1266407346
75	50	1266407364
5	11	1266407405
5	71	1266407405
5	73	1266407405
5	74	1266407405
5	83	1266407414
82	13	1266407493
7	14	1266407540
5	11	1266407609
5	71	1266407609
5	73	1266407609
56	29	1266407627
13	14	1266407644
29	56	1266407687
95	94	1266407689
95	58	1266407704
13	14	1266407726
90	56	1266407781
29	23	1266407782
23	29	1266407817
7	43	1266407821
24	45	1266407857
23	45	1266407895
14	13	1266407919
7	103	1266407989
95	123	1266407993
95	43	1266407993
95	93	1266407993
95	22	1266407993
95	98	1266407993
95	42	1266407993
95	104	1266407993
95	79	1266407993
95	65	1266407993
74	5	1266408008
93	95	1266408056
45	23	1266408084
76	81	1266408216
76	27	1266408216
123	95	1266408314
65	95	1266408398
65	95	1266408415
21	86	1266408473
121	106	1266408526
95	65	1266408563
79	95	1266408586
64	42	1266408618
86	21	1266408656
65	79	1266408803
65	95	1266408803
22	29	1266408842
85	3	1266408858
88	1	1266408873
65	95	1266408904
65	79	1266408904
95	65	1266409061
95	65	1266409078
95	58	1266409166
95	22	1266409166
95	98	1266409166
95	22	1266409194
95	98	1266409194
95	58	1266409194
58	95	1266409302
42	29	1266409347
13	40	1266409367
13	61	1266409367
29	22	1266409379
93	101	1266409416
42	64	1266409440
101	93	1266409470
80	67	1266409511
42	95	1266409518
61	13	1266409540
95	93	1266409543
95	93	1266409561
93	95	1266409615
101	6	1266409653
101	57	1266409653
101	82	1266409653
101	19	1266409653
33	83	1266409682
57	101	1266409683
56	90	1266409766
66	45	1266409770
66	26	1266409770
76	19	1266409785
66	3	1266409785
45	66	1266409809
66	32	1266409814
56	88	1266409876
33	58	1266410026
58	95	1266410165
6	101	1266410363
88	69	1266410449
69	88	1266410590
73	5	1266410848
26	66	1266410883
79	65	1266411006
104	95	1266411116
43	42	1266411331
90	77	1266411342
45	24	1266411554
45	26	1266411554
88	56	1266411667
26	45	1266411677
73	5	1266411812
88	56	1266411825
9	65	1266411994
24	45	1266412400
1	38	1266412407
86	79	1266412414
51	3	1266412907
67	80	1266412943
98	95	1266413116
82	101	1266413157
67	3	1266413163
44	7	1266413475
7	44	1266413580
82	40	1266413676
82	75	1266413676
82	70	1266413676
14	77	1266414002
56	69	1266414014
42	43	1266414060
44	86	1266414063
44	84	1266414063
44	88	1266414063
44	76	1266414063
44	69	1266414063
86	50	1266414069
84	44	1266414070
86	44	1266414074
88	44	1266414097
79	65	1266414155
76	44	1266414246
88	89	1266414252
42	44	1266414311
76	44	1266414324
86	50	1266414396
50	86	1266414437
70	82	1266414438
86	50	1266414464
69	44	1266414522
44	76	1266414568
69	44	1266414601
76	44	1266414751
75	82	1266414883
76	81	1266415103
76	53	1266415103
83	30	1266415299
86	4	1266415525
50	86	1266415594
86	57	1266415596
86	50	1266415599
84	89	1266415679
93	95	1266415774
45	38	1266415996
45	27	1266415996
45	59	1266415996
45	18	1266415996
45	39	1266415996
45	69	1266415996
45	9	1266415996
45	8	1266415996
45	24	1266415996
45	64	1266415996
45	15	1266415996
45	26	1266415996
45	3	1266415996
45	5	1266415996
45	51	1266415996
45	68	1266415996
45	117	1266415996
45	80	1266415996
45	72	1266415996
59	14	1266416012
5	45	1266416037
51	45	1266416054
24	45	1266416056
94	58	1266416086
59	45	1266416171
9	45	1266416196
3	45	1266416212
8	45	1266416360
30	83	1266416382
69	45	1266416675
68	45	1266417047
45	1	1266417062
45	52	1266417062
45	56	1266417062
45	50	1266417062
45	84	1266417062
45	88	1266417062
45	62	1266417062
45	76	1266417062
45	48	1266417062
45	86	1266417062
45	90	1266417062
45	35	1266417062
45	107	1266417062
45	115	1266417062
45	30	1266417062
45	25	1266417062
45	85	1266417062
45	61	1266417062
45	53	1266417062
45	32	1266417062
45	83	1266417062
45	36	1266417062
45	37	1266417062
45	103	1266417062
45	128	1266417062
45	108	1266417062
45	41	1266417062
45	14	1266417062
45	31	1266417062
45	118	1266417062
45	73	1266417062
45	100	1266417062
45	13	1266417062
45	55	1266417062
45	34	1266417062
45	11	1266417062
45	120	1266417062
45	40	1266417062
45	60	1266417062
45	23	1266417062
45	113	1266417062
45	105	1266417062
45	94	1266417062
32	45	1266417087
61	45	1266417116
84	45	1266417116
1	45	1266417117
86	45	1266417130
36	45	1266417182
30	45	1266417193
85	45	1266417225
76	45	1266417255
64	45	1266417344
83	45	1266417398
27	45	1266417767
7	44	1266417827
48	45	1266417870
113	45	1266417937
45	64	1266417960
38	45	1266418211
59	67	1266418259
85	45	1266418624
48	45	1266419405
85	45	1266419411
77	90	1266419446
76	69	1266419501
67	66	1266419601
69	68	1266420046
12	72	1266420052
12	71	1266420052
12	15	1266420052
12	73	1266420052
90	77	1266420135
77	14	1266420330
77	90	1266420464
90	68	1266421203
68	90	1266421253
59	45	1266421542
108	45	1266421624
108	18	1266421810
108	18	1266421835
86	13	1266422799
86	75	1266422799
68	67	1266422998
68	66	1266422998
68	72	1266422998
68	9	1266422998
68	3	1266422998
68	15	1266422998
68	56	1266422998
68	69	1266422998
108	45	1266423077
108	18	1266423077
108	45	1266423176
84	50	1266425472
90	45	1266425489
25	45	1266470443
13	45	1266471275
11	5	1266471488
11	5	1266471509
11	45	1266471515
31	45	1266473246
39	45	1266473476
96	15	1266473806
96	61	1266473806
96	12	1266473806
13	65	1266473858
13	3	1266473858
13	8	1266473858
13	40	1266473858
107	45	1266473883
4	13	1266473917
4	86	1266473917
13	4	1266474084
40	45	1266474119
94	45	1266475056
94	86	1266475289
94	69	1266475289
94	59	1266475289
8	13	1266475317
83	45	1266475448
18	45	1266475510
57	86	1266475631
1	38	1266475744
44	7	1266475808
25	45	1266475815
3	4	1266475867
3	13	1266475867
3	8	1266475867
3	35	1266475867
3	13	1266475875
44	69	1266475880
73	45	1266475915
112	94	1266475931
4	65	1266475980
93	101	1266475989
101	93	1266476043
8	3	1266476083
1	45	1266476123
34	45	1266476134
73	12	1266476147
13	3	1266476309
14	13	1266476342
73	45	1266476390
13	14	1266476449
13	14	1266476500
61	96	1266476510
120	45	1266476513
71	5	1266476520
73	71	1266476523
14	13	1266476524
14	13	1266476545
4	3	1266476587
100	45	1266476598
105	45	1266476626
13	14	1266476691
23	45	1266476709
103	45	1266476779
31	45	1266476798
14	45	1266476838
55	45	1266476868
45	1	1266476904
95	22	1266476932
95	58	1266476932
95	79	1266476932
95	123	1266476932
95	43	1266476932
95	93	1266476932
95	59	1266476932
95	98	1266476932
95	73	1266476932
95	20	1266476932
95	65	1266476932
95	94	1266476932
45	25	1266476949
45	85	1266476985
45	85	1266477001
57	88	1266477047
120	45	1266477048
98	95	1266477050
103	45	1266477067
93	95	1266477072
45	83	1266477080
53	45	1266477123
45	31	1266477162
45	73	1266477184
45	48	1266477255
14	13	1266477290
13	14	1266477300
13	14	1266477312
26	25	1266477312
98	95	1266477344
45	120	1266477369
45	40	1266477376
98	95	1266477376
14	13	1266477381
14	13	1266477403
71	73	1266477465
13	14	1266477476
13	14	1266477500
71	12	1266477508
26	25	1266477529
14	13	1266477531
93	101	1266477584
100	45	1266477653
123	95	1266477660
50	84	1266477708
101	93	1266477793
45	35	1266477804
45	83	1266477804
45	100	1266477830
56	45	1266477970
59	94	1266478150
59	95	1266478150
3	66	1266478184
3	67	1266478184
3	8	1266478184
3	35	1266478184
3	13	1266478184
3	4	1266478184
3	68	1266478184
3	85	1266478184
3	69	1266478184
3	17	1266478184
15	13	1266478200
15	61	1266478331
15	12	1266478331
61	15	1266478347
23	45	1266478351
13	3	1266478367
15	12	1266478402
17	3	1266478446
4	3	1266478510
59	95	1266478512
20	95	1266478548
45	23	1266478600
15	45	1266478611
83	45	1266478730
94	95	1266478759
14	45	1266478766
14	45	1266478868
18	47	1266478871
18	55	1266478906
65	95	1266478926
26	45	1266478928
94	2	1266478941
5	72	1266478967
5	71	1266478967
5	73	1266478967
5	74	1266478967
5	11	1266478967
26	45	1266478983
65	13	1266479124
2	94	1266479220
15	88	1266479377
15	96	1266479406
12	15	1266479441
56	45	1266479449
45	56	1266479479
15	56	1266479527
12	96	1266479528
11	5	1266479781
115	45	1266479816
3	45	1266479843
45	3	1266479909
77	5	1266480127
45	51	1266480183
74	5	1266480184
77	45	1266480259
9	59	1266480316
8	3	1266480323
51	45	1266480361
51	45	1266480383
77	14	1266480388
32	39	1266480406
55	18	1266480528
5	45	1266480532
45	5	1266480679
80	45	1266480704
51	20	1266480801
72	117	1266480857
72	71	1266480857
72	73	1266480857
72	12	1266480857
72	15	1266480857
72	5	1266480857
72	74	1266480857
45	51	1266480857
72	74	1266480875
52	3	1266480955
52	3	1266480971
24	45	1266481022
20	51	1266481062
88	57	1266481111
68	3	1266481114
88	15	1266481126
45	24	1266481136
88	45	1266481155
11	45	1266481183
45	11	1266481230
59	9	1266481297
76	47	1266481423
56	45	1266481521
60	45	1266481556
59	67	1266481559
59	94	1266481559
86	57	1266481565
86	4	1266481598
45	14	1266481629
94	45	1266481633
45	14	1266481692
52	45	1266481728
118	45	1266481756
17	56	1266481763
17	15	1266481763
17	54	1266481763
52	45	1266481767
67	115	1266481799
73	5	1266481815
45	94	1266481825
14	77	1266481901
60	45	1266481916
104	73	1266481964
104	74	1266481964
118	33	1266481965
118	46	1266482010
50	45	1266482131
73	95	1266482132
118	58	1266482145
121	106	1266482155
89	88	1266482184
89	75	1266482184
24	45	1266482203
45	50	1266482221
60	45	1266482341
88	89	1266482377
88	89	1266482387
128	45	1266482395
88	89	1266482414
94	65	1266482727
94	9	1266482727
86	4	1266482877
86	94	1266482890
26	45	1266483058
128	45	1266483079
45	128	1266483087
39	32	1266483116
48	47	1266483148
45	24	1266483588
45	60	1266483682
45	56	1266483737
45	52	1266483916
84	50	1266484139
51	45	1266484255
75	89	1266484257
45	51	1266484308
86	45	1266484461
53	45	1266485081
9	94	1266485160
56	17	1266485203
56	88	1266485223
76	50	1266485432
50	76	1266485496
32	45	1266485527
76	50	1266485563
76	50	1266485576
44	112	1266485629
50	76	1266485716
112	44	1266485718
76	50	1266485839
149	38	1266485842
65	94	1266485901
77	14	1266486124
88	45	1266486172
88	56	1266486225
3	67	1266486777
3	68	1266486777
3	66	1266486777
3	8	1266486777
3	35	1266486777
3	13	1266486777
3	4	1266486777
3	85	1266486777
3	69	1266486777
3	17	1266486777
13	3	1266486955
45	32	1266486975
59	95	1266487015
113	45	1266487068
48	45	1266487118
68	3	1266487190
69	45	1266487198
36	45	1266487211
68	45	1266487247
117	45	1266487417
105	103	1266487480
45	117	1266487482
103	105	1266487541
84	76	1266487546
105	103	1266487561
103	105	1266487605
71	72	1266487626
71	15	1266487626
71	73	1266487626
71	5	1266487626
45	36	1266487675
113	45	1266487762
52	103	1266487766
4	3	1266487819
18	45	1266487834
62	45	1266487848
45	62	1266487972
56	61	1266487996
56	96	1266487996
56	15	1266487996
103	52	1266488143
45	24	1266488153
45	18	1266488164
45	48	1266488194
24	45	1266488251
76	45	1266488259
105	45	1266488350
53	76	1266488886
94	65	1266489045
33	11	1266489065
71	72	1266489099
71	15	1266489099
71	73	1266489099
71	5	1266489099
45	113	1266489130
45	113	1266489137
47	68	1266489171
39	45	1266489294
6	106	1266489329
45	105	1266489333
45	39	1266489504
59	95	1266489547
61	56	1266489634
65	94	1266489712
55	45	1266489729
45	77	1266489733
45	55	1266489735
76	45	1266489905
84	86	1266489917
70	53	1266490037
84	53	1266490077
96	56	1266490082
69	77	1266490130
20	45	1266490172
20	3	1266490172
45	20	1266490225
37	45	1266490228
77	45	1266490259
20	3	1266490314
68	77	1266490428
3	20	1266490641
3	20	1266490738
3	20	1266490888
3	64	1266490888
3	66	1266490888
3	8	1266490888
27	45	1266490952
9	67	1266490954
9	66	1266490954
107	45	1266491001
65	95	1266491095
4	106	1266491174
45	107	1266491233
95	65	1266491256
103	45	1266491461
45	103	1266491506
20	3	1266491553
58	95	1266491612
118	45	1266491724
9	45	1266491731
30	45	1266491784
45	9	1266491811
8	3	1266492153
8	3	1266492206
15	56	1266492238
27	63	1266492561
71	95	1266492602
15	17	1266492757
71	95	1266492791
71	95	1266492877
70	53	1266492883
45	118	1266492991
50	48	1266493053
8	45	1266493059
45	8	1266493132
13	14	1266493154
14	13	1266493236
14	13	1266493260
13	14	1266493273
76	13	1266493360
75	50	1266493476
81	50	1266493593
90	45	1266493770
71	73	1266493809
45	90	1266493825
70	53	1266493880
105	46	1266493989
46	105	1266494389
84	45	1266494865
76	53	1266494960
53	70	1266495087
85	3	1266495245
85	3	1266495257
63	27	1266495271
14	32	1266495277
48	50	1266495449
53	70	1266495906
53	4	1266495906
53	70	1266496052
53	70	1266496081
26	25	1266496479
61	45	1266496488
45	61	1266496582
77	68	1266496722
34	83	1266497145
25	26	1266497195
18	76	1266497228
18	107	1266497228
18	108	1266497228
18	99	1266497228
18	109	1266497228
18	110	1266497228
18	57	1266497228
18	19	1266497228
18	93	1266497228
18	101	1266497228
101	18	1266497245
93	18	1266497261
57	18	1266497266
67	9	1266497308
67	3	1266497324
67	3	1266497352
76	18	1266497461
59	83	1266497466
77	69	1266497556
45	37	1266497631
45	30	1266497739
90	77	1266497838
71	74	1266497874
69	77	1266497982
20	45	1266498016
20	3	1266498016
45	20	1266498023
45	27	1266498115
120	45	1266498216
68	47	1266498285
68	48	1266498285
77	69	1266498686
77	90	1266498726
59	2	1266498738
77	90	1266498760
77	66	1266498966
77	67	1266498966
3	20	1266498971
34	45	1266499012
36	38	1266499021
45	34	1266499024
63	42	1266499122
63	22	1266499122
63	98	1266499122
77	13	1266499287
95	59	1266499330
45	80	1266499336
98	63	1266499439
32	14	1266499472
76	69	1266499702
83	45	1266499717
83	34	1266499929
38	36	1266500175
36	38	1266500280
38	36	1266500954
38	37	1266500954
44	112	1266501198
112	44	1266501210
48	50	1266501228
45	83	1266501262
99	18	1266501533
50	41	1266501823
50	78	1266501823
50	93	1266501823
50	101	1266501823
50	27	1266501823
93	50	1266501909
15	83	1266501984
83	15	1266502060
96	61	1266502458
59	38	1266503004
27	50	1266503028
61	96	1266503273
84	53	1266503411
1	90	1266503961
1	9	1266503961
1	68	1266503961
1	69	1266503961
1	14	1266503961
1	15	1266503961
1	3	1266503961
1	5	1266503961
1	17	1266503961
1	11	1266503961
1	65	1266503961
79	95	1266503974
3	1	1266503978
65	1	1266504078
84	4	1266504120
84	13	1266504120
17	3	1266504240
17	1	1266504256
90	77	1266504868
81	76	1266505064
81	53	1266505064
9	1	1266505069
77	90	1266505088
69	77	1266505425
68	1	1266505635
53	81	1266505877
76	81	1266505949
67	115	1266505962
90	1	1266506969
77	66	1266508176
77	67	1266508176
77	90	1266508176
77	68	1266508176
77	69	1266508176
90	77	1266508306
77	90	1266509139
77	66	1266509415
77	67	1266509415
90	77	1266516960
108	18	1266517065
77	90	1266517076
108	111	1266519061
108	111	1266519481
111	18	1266519718
77	67	1266519774
77	66	1266519774
77	68	1266519774
77	69	1266519774
77	90	1266519774
111	112	1266519986
111	18	1266519986
111	18	1266519987
111	18	1266519987
111	18	1266519987
111	18	1266519987
111	109	1266519987
111	42	1266519987
111	107	1266519987
111	82	1266519987
111	75	1266519988
111	82	1266519988
111	82	1266519988
111	70	1266519988
111	82	1266519988
111	82	1266519988
111	82	1266519988
111	63	1266519988
111	18	1266519989
111	18	1266519989
111	21	1266519989
111	23	1266519990
111	50	1266519990
111	18	1266519990
111	18	1266519990
111	93	1266519991
111	18	1266519991
111	37	1266519991
111	18	1266519991
111	45	1266520014
111	57	1266520015
111	70	1266520015
111	18	1266520015
